ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-14 05:45:00,22.528534656413292,-124.61477704145838,132.1042090022191,22.528534656413292,22.528534656413292,-12.370659758050731,-12.370659758050731,-12.370659758050731,-3.295887392635446,-3.295887392635446,-3.295887392635446,-9.835528055961245,-9.835528055961245,-9.835528055961245,0.7607556905459621,0.7607556905459621,0.7607556905459621,0.0,0.0,0.0,10.15787489836256
2023-01-14 06:00:00,22.528784805655285,-125.61340238713684,146.50118977692597,22.528784805655285,22.528784805655285,-12.994190696470069,-12.994190696470069,-12.994190696470069,-3.78013878047788,-3.78013878047788,-3.78013878047788,-9.989571630706994,-9.989571630706994,-9.989571630706994,0.7755197147148056,0.7755197147148056,0.7755197147148056,0.0,0.0,0.0,9.534594109185216
2023-01-14 06:15:00,22.52903495489728,-118.66080453097283,132.44622007672714,22.52903495489728,22.52903495489728,-15.395553473658726,-15.395553473658726,-15.395553473658726,-6.042031268290075,-6.042031268290075,-6.042031268290075,-10.143797677949163,-10.143797677949163,-10.143797677949163,0.7902754725805139,0.7902754725805139,0.7902754725805139,0.0,0.0,0.0,7.1334814812385545
2023-01-14 06:30:00,22.529285104139284,-112.22748905473865,132.9215541278939,22.529285104139284,22.529285104139284,-19.50134923110106,-19.50134923110106,-19.50134923110106,-10.008201466518118,-10.008201466518118,-10.008201466518118,-10.2981707047867,-10.2981707047867,-10.2981707047867,0.8050229402037682,0.8050229402037682,0.8050229402037682,0.0,0.0,0.0,3.027935873038224
2023-01-14 06:45:00,22.529535253381276,-128.52347382961716,128.68482904514093,22.529535253381276,22.529535253381276,-25.092846923948027,-25.092846923948027,-25.092846923948027,-15.459954860121757,-15.459954860121757,-15.459954860121757,-10.452654157494589,-10.452654157494589,-10.452654157494589,0.819762093668318,0.819762093668318,0.819762093668318,0.0,0.0,0.0,-2.563311670566751
2023-01-14 07:00:00,22.529785402623265,-136.9477022604712,121.68388038899604,22.529785402623265,22.529785402623265,-31.812901329028143,-31.812901329028143,-31.812901329028143,-22.040183807132976,-22.040183807132976,-22.040183807132976,-10.607210430969099,-10.607210430969099,-10.607210430969099,0.8344929090739308,0.8344929090739308,0.8344929090739308,0.0,0.0,0.0,-9.283115926404879
2023-01-14 07:15:00,22.530035551865257,-147.85306078086995,113.5304257411585,22.530035551865257,22.530035551865257,-39.18294560513382,-39.18294560513382,-39.18294560513382,-29.27036008827452,-29.27036008827452,-29.27036008827452,-10.761800879378486,-10.761800879378486,-10.761800879378486,0.8492153625191894,0.8492153625191894,0.8492153625191894,0.0,0.0,0.0,-16.65291005326856
2023-01-14 07:30:00,22.530285701107253,-144.37372647100435,106.13675102075653,22.530285701107253,22.530285701107253,-46.629216707570514,-46.629216707570514,-46.629216707570514,-36.57676030933112,-36.57676030933112,-36.57676030933112,-10.916385828399765,-10.916385828399765,-10.916385828399765,0.8639294301603789,0.8639294301603789,0.8639294301603789,0.0,0.0,0.0,-24.09893100646326
2023-01-14 07:45:00,22.530535850349246,-162.27731871512273,96.10231780294436,22.530535850349246,22.530535850349246,-53.516719009494736,-53.516719009494736,-53.516719009494736,-43.324429510323746,-43.324429510323746,-43.324429510323746,-11.07092458730461,-11.07092458730461,-11.07092458730461,0.8786350881336217,0.8786350881336217,0.8786350881336217,0.0,0.0,0.0,-30.98618315914549
2023-01-14 08:00:00,22.530785999591235,-171.99074263267758,87.19270475122555,22.530785999591235,22.530785999591235,-59.18886898077801,-59.18886898077801,-59.18886898077801,-48.85682583045645,-48.85682583045645,-48.85682583045645,-11.225375462926824,-11.225375462926824,-11.225375462926824,0.893332312605268,0.893332312605268,0.893332312605268,0.0,0.0,0.0,-36.65808298118678
2023-01-14 08:15:00,22.53103614883323,-167.07980907489323,101.85192507587247,22.53103614883323,22.53103614883323,-63.010330641115495,-63.010330641115495,-63.010330641115495,-52.53865594661153,-52.53865594661153,-52.53865594661153,-11.379695774276481,-11.379695774276481,-11.379695774276481,0.9080210797725172,0.9080210797725172,0.9080210797725172,0.0,0.0,0.0,-40.479294492282264
2023-01-14 08:30:00,22.531286298075223,-168.69270085749528,85.82399743002905,22.531286298075223,22.531286298075223,-64.41027915695834,-64.41027915695834,-64.41027915695834,-53.79913865464248,-53.79913865464248,-53.79913865464248,-11.533841868155841,-11.533841868155841,-11.533841868155841,0.9227013658399791,0.9227013658399791,0.9227013658399791,0.0,0.0,0.0,-41.878992858883116
2023-01-14 08:45:00,22.531536447317215,-171.63050235219973,91.12954564692359,22.531536447317215,22.531536447317215,-62.92323884791998,-62.92323884791998,-62.92323884791998,-52.17284285918963,-52.17284285918963,-52.17284285918963,-11.687769135748157,-11.687769135748157,-11.687769135748157,0.937373147017807,0.937373147017807,0.937373147017807,0.0,0.0,0.0,-40.39170240060277
2023-01-14 09:00:00,22.53178659655921,-169.96574098743025,87.89154587225484,22.53178659655921,22.53178659655921,-58.224740185990726,-58.224740185990726,-58.224740185990726,-47.33534455533782,-47.33534455533782,-47.33534455533782,-11.841432030213038,-11.841432030213038,-11.841432030213038,0.9520363995601292,0.9520363995601292,0.9520363995601292,0.0,0.0,0.0,-35.69295358943151
2023-01-14 09:15:00,22.5320367458012,-158.64867426326776,103.50516761800914,22.5320367458012,22.5320367458012,-50.159324090413726,-50.159324090413726,-50.159324090413726,-39.1312311049547,-39.1312311049547,-39.1312311049547,-11.994784085182951,-11.994784085182951,-11.994784085182951,0.9666910997239241,0.9666910997239241,0.9666910997239241,0.0,0.0,0.0,-27.627287344612526
2023-01-14 09:30:00,22.532286895043192,-150.02146124566593,115.26115540075429,22.532286895043192,22.532286895043192,-38.7588739883188,-38.7588739883188,-38.7588739883188,-27.59243327795575,-27.59243327795575,-27.59243327795575,-12.147777934143276,-12.147777934143276,-12.147777934143276,0.9813372237802201,0.9813372237802201,0.9813372237802201,0.0,0.0,0.0,-16.226587093275604
